Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
441,Cam Spencer,24,MEM,SG,25,1,252,0.415,0.517,0.358,0.53,1,0.587,0.232,0.646,89,95,100,98,128,102,95,153,-2.1,1.9
442,Kevin Love,36,MIA,PF,23,9,251,0.357,0.354,0.358,0.461,0.696,0.488,0.2,0.583,76,65,99,85,89,85,82,138,-18.9,-22.2
443,Pat Spencer,28,GSW,PG,39,0,250,0.406,0.456,0.227,0.431,0.733,0.455,0.149,0.218,87,84,63,79,94,79,61,52,-22.7,-26
444,JT Thor,22,2TM,PF,20,0,249,0.424,0.5,0.286,0.475,0.682,0.517,0.373,0.356,91,92,79,87,87,90,154,85,-8.1,-8.1
444,JT Thor,22,CLE,PF,9,0,42,0.6,0.667,0.5,0.7,0.875,0.756,0.533,0.4,128,122,139,129,112,131,220,95,4.7,6.7
444,JT Thor,22,WAS,PF,11,0,207,0.364,0.448,0.2,0.398,0.571,0.429,0.318,0.341,78,82,56,73,73,74,131,81,-12.8,-14.8
445,Branden Carlson,25,OKC,C,32,0,246,0.443,0.677,0.333,0.557,0.778,0.581,0.186,0.68,95,124,93,103,100,101,76,162,2.6,1.1
446,Dariq Whitehead,20,BRK,SF,20,0,246,0.406,0.273,0.446,0.578,0.6,0.58,0.052,0.771,87,50,124,106,77,101,21,183,6.7,0.8
447,Johnny Davis,22,WAS,SG,34,0,242,0.41,0.51,0.241,0.455,0.6,0.473,0.192,0.372,88,94,67,84,77,82,79,88,-13.7,-17.5
448,Jaylen Martin,21,2TM,SF,16,0,239,0.419,0.471,0.304,0.466,0.9,0.497,0.135,0.311,90,86,84,86,115,86,56,74,-11.4,-12.3
448,Jaylen Martin,21,BRK,SF,3,0,5,0.5,0,1,0.75,,0.75,0,0.5,107,0,278,138,,130,0,119,0.8,0.7
448,Jaylen Martin,21,WAS,SF,13,0,234,0.417,0.48,0.273,0.458,0.9,0.491,0.139,0.306,89,88,76,84,115,85,57,73,-12.2,-13
449,Bones Hyland,24,2TM,PG,24,0,239,0.398,0.417,0.39,0.534,0.885,0.576,0.22,0.695,85,76,108,98,113,100,91,165,-2.2,-0.2
449,Bones Hyland,24,LAC,PG,20,0,222,0.391,0.4,0.388,0.526,0.885,0.569,0.226,0.696,84,73,108,97,113,99,93,165,-3.9,-1.7
449,Bones Hyland,24,MIN,PG,4,0,17,0.667,1,0.5,0.833,,0.833,0,0.667,143,183,139,153,,145,0,158,1.7,1.5
450,Xavier Tillman Sr.,26,BOS,C,33,2,231,0.245,0.381,0.156,0.292,0.75,0.31,0.075,0.604,52,70,43,54,96,54,31,143,-26.6,-29.1
451,Garrett Temple,38,TOR,SG,28,0,227,0.3,0.375,0.214,0.35,0.917,0.406,0.2,0.467,64,69,59,64,118,70,82,111,-23.2,-22.2
452,Jared Rhoden,25,2TM,SG,14,2,227,0.483,0.625,0.308,0.552,0.88,0.602,0.287,0.448,103,115,85,102,113,104,118,106,1.5,5.1
452,Jared Rhoden,25,CHO,SG,4,0,12,0.25,0.333,0,0.25,,0.25,0,0.25,54,61,0,46,,43,0,59,-4.7,-5.2
452,Jared Rhoden,25,TOR,SG,10,2,215,0.506,0.667,0.324,0.582,0.88,0.633,0.316,0.468,108,122,90,107,113,110,130,111,6.2,10.3
453,Luka Garza,26,MIN,C,39,0,219,0.495,0.609,0.278,0.543,0.686,0.573,0.333,0.343,106,112,77,100,88,99,137,81,0,-0.7
454,Ariel Hukporti,22,NYK,C,25,1,217,0.677,0.677,,0.677,0.462,0.654,0.419,0,145,124,,125,59,113,173,0,8.3,5.7
455,Alex Reese,25,2TM,PF,15,0,216,0.481,0.846,0.366,0.62,0.75,0.641,0.222,0.759,103,155,102,114,96,111,92,180,8.3,7.6
455,Alex Reese,25,OKC,PF,1,0,2,1,1,,1,,1,0,0,214,183,,184,,174,0,0,0.9,0.8
455,Alex Reese,25,PHI,PF,14,0,214,0.472,0.833,0.366,0.613,0.75,0.635,0.226,0.774,101,153,102,113,96,110,93,184,7.4,6.8
456,Dario Šarić,30,DEN,C,16,4,210,0.362,0.438,0.269,0.422,0.7,0.449,0.172,0.448,77,80,75,78,90,78,71,106,-14,-15.9
457,Adam Flagler,25,OKC,SG,37,0,203,0.26,0.458,0.194,0.333,0.5,0.335,0.021,0.75,56,84,54,61,64,58,9,178,-40.3,-46.6
458,Chuma Okeke,26,2TM,PF,9,3,196,0.5,0.75,0.393,0.638,0.667,0.641,0.075,0.7,107,138,109,117,85,111,31,166,7.6,5.4
458,Chuma Okeke,26,PHI,PF,7,3,171,0.545,0.727,0.455,0.697,0.667,0.699,0.091,0.667,117,133,126,128,85,121,37,158,10.2,8.5
458,Chuma Okeke,26,CLE,PF,2,0,25,0.286,1,0.167,0.357,,0.357,0,0.857,61,183,46,66,,62,0,204,-2.6,-3.1
459,Drew Peterson,25,BOS,PF,25,1,186,0.415,0.5,0.394,0.573,0.778,0.601,0.22,0.805,89,92,109,106,100,104,90,191,2.5,2.2
460,Markelle Fultz,26,SAC,PG,21,0,184,0.418,0.407,0.5,0.448,1,0.452,0.015,0.119,89,75,139,82,128,78,6,28,-12.8,-16.7
461,Lester Quiñones,24,2TM,SG,13,0,183,0.397,0.529,0.295,0.481,0.846,0.514,0.167,0.564,85,97,82,89,109,89,69,134,-9.7,-10.5
461,Lester Quiñones,24,PHI,SG,4,0,17,0.5,0.8,0,0.5,1,0.533,0.125,0.375,107,147,0,92,128,93,51,89,-0.7,-0.7
461,Lester Quiñones,24,NOP,SG,9,0,166,0.386,0.483,0.317,0.479,0.833,0.511,0.171,0.586,83,89,88,88,107,89,71,139,-9,-9.8
462,Bronny James,20,LAL,SG,27,1,181,0.313,0.343,0.281,0.381,0.786,0.424,0.209,0.478,67,63,78,70,101,74,86,113,-21.8,-22.3
463,Enrique Freeman,24,IND,PF,22,1,181,0.432,0.556,0.1,0.446,0.684,0.507,0.514,0.27,93,102,28,82,88,88,211,64,-7.2,-6.3
464,Cole Swider,25,2TM,SF,10,0,169,0.349,0.438,0.319,0.468,0,0.465,0.016,0.746,75,80,89,86,0,81,7,177,-9.4,-14.1
464,Cole Swider,25,DET,SF,2,0,13,0,,0,0,,0,0,1,0,,0,0,,0,0,237,-5.4,-5.8
464,Cole Swider,25,TOR,SF,8,0,156,0.379,0.438,0.357,0.509,0,0.505,0.017,0.724,81,80,99,94,0,88,7,172,-4,-8.3
465,Jaylen Nowell,25,NOP,SG,8,0,168,0.356,0.391,0.296,0.411,0.636,0.43,0.151,0.37,76,72,82,76,82,75,62,88,-19.3,-22.7
466,Markieff Morris,35,2TM,PF,15,2,165,0.3,0.353,0.25,0.364,0.833,0.385,0.086,0.514,64,65,69,67,107,67,35,122,-25,-27.8
466,Markieff Morris,35,DAL,PF,7,0,41,0.227,0.333,0.154,0.273,,0.273,0,0.591,49,61,43,50,,47,0,140,-11.9,-13.4
466,Markieff Morris,35,LAL,PF,8,2,124,0.333,0.36,0.304,0.406,0.833,0.434,0.125,0.479,71,66,84,75,107,75,51,114,-13.1,-14.4
467,Killian Hayes,23,BRK,PG,6,5,162,0.419,0.455,0.381,0.512,0.833,0.559,0.279,0.488,90,83,106,94,107,97,115,116,-2.7,-1.6
468,MarJon Beauchamp,24,3TM,SF,35,0,156,0.415,0.472,0.345,0.492,0.75,0.535,0.308,0.446,89,87,96,91,96,93,127,106,-6.5,-6
468,MarJon Beauchamp,24,MIL,SF,26,0,122,0.383,0.423,0.333,0.457,0.75,0.497,0.255,0.447,82,78,93,84,96,86,105,106,-8,-8.2
468,MarJon Beauchamp,24,LAC,SF,3,0,17,0.571,0.5,0.667,0.714,0.5,0.685,0.571,0.429,122,92,185,132,64,119,235,102,2.4,1.9
468,MarJon Beauchamp,24,NYK,SF,6,0,17,0.455,0.667,0.2,0.5,1,0.588,0.364,0.455,97,122,56,92,128,102,150,108,-0.9,0.3
469,Lamar Stevens,27,MEM,PF,17,1,155,0.46,0.583,0.296,0.524,0.727,0.545,0.175,0.429,99,107,82,96,93,95,72,102,-2.4,-4.2
470,Tyson Etienne,25,BRK,PG,7,0,151,0.327,0.5,0.295,0.452,0.8,0.488,0.192,0.846,70,92,82,83,103,85,79,201,-9.5,-10
471,Josh Richardson,31,MIA,SG,8,0,150,0.289,0.313,0.273,0.368,1,0.402,0.105,0.579,62,57,76,68,128,70,43,137,-13.3,-13.8
472,Jeenathan Williams,25,HOU,SG,20,0,147,0.435,0.583,0.231,0.484,0.625,0.496,0.129,0.419,93,107,64,89,80,86,53,100,-7.3,-10.5
473,Bruno Fernando,26,TOR,C,17,2,147,0.531,0.531,,0.531,0.75,0.552,0.163,0,114,97,,98,96,96,67,0,-1.2,-2.5
474,Damion Lee,32,PHO,SG,25,0,144,0.365,0.486,0.243,0.426,0.952,0.499,0.284,0.5,78,89,68,78,122,87,117,119,-17.4,-12.9
475,Oshae Brissett,26,PHI,SF,6,2,142,0.487,0.619,0.333,0.564,0.571,0.576,0.359,0.462,104,114,93,104,73,100,148,110,1.6,0
476,Elijah Harkless,24,UTA,SG,10,0,138,0.314,0.4,0.28,0.414,0.5,0.425,0.171,0.714,67,73,78,76,64,74,71,170,-9,-11.4
477,Pete Nance,24,2TM,PF,13,1,138,0.438,0.625,0.375,0.578,0.5,0.578,0.063,0.75,94,115,104,106,64,100,26,178,2.2,0.1
477,Pete Nance,24,PHI,C,7,0,68,0.333,0.333,0.333,0.467,0.5,0.472,0.133,0.8,71,61,93,86,64,82,55,190,-2.3,-3.3
477,Pete Nance,24,MIL,PF,6,1,70,0.529,0.8,0.417,0.676,,0.676,0,0.706,113,147,116,125,,117,0,168,4.5,3.4
478,Vlatko Čančar,27,DEN,PF,13,0,136,0.385,0.545,0.267,0.462,,0.462,0,0.577,82,100,74,85,,80,0,137,-4.2,-6
479,Kylor Kelley,27,2TM,C,11,2,126,0.636,0.636,,0.636,0.6,0.644,0.455,0,136,117,,117,77,112,187,0,4.1,3.6
479,Kylor Kelley,27,DAL,C,8,1,67,0.769,0.769,,0.769,0.667,0.767,0.462,0,165,141,,142,85,133,190,0,5.9,6
479,Kylor Kelley,27,NOP,C,3,1,59,0.444,0.444,,0.444,0.5,0.465,0.444,0,95,82,,82,64,81,183,0,-1.8,-2.4
480,Alex Ducas,24,OKC,SG,21,0,125,0.4,0.222,0.476,0.567,1,0.583,0.067,0.7,86,41,132,104,128,101,27,166,1.4,0.4
481,Spencer Jones,23,DEN,SF,20,0,125,0.324,0.588,0.059,0.338,1,0.368,0.088,0.5,69,108,16,62,128,64,36,119,-13.9,-14.7
482,Kobe Bufkin,21,ATL,SG,10,0,124,0.383,0.5,0.211,0.426,0.722,0.483,0.383,0.404,82,92,58,78,93,84,158,96,-11,-10.3
483,Tyler Smith,20,MIL,PF,23,0,122,0.48,0.55,0.433,0.61,0.75,0.626,0.16,0.6,103,101,120,112,96,109,66,142,6.7,5.3
484,De'Anthony Melton,26,GSW,SG,6,2,121,0.407,0.474,0.371,0.528,0.625,0.539,0.148,0.648,87,87,103,97,80,94,61,154,-1.7,-4.3
485,Moses Brown,25,2TM,C,13,2,119,0.694,0.694,,0.694,0.727,0.706,0.224,0,149,127,,128,93,122,92,0,14.8,13.9
